d(1~2),d(2~3),d(3~4),d(1~4),d(5~6),d(6~7),d(7~8),d(5~8),d(9~10),d(10~11),d(11~12),d(9~12),d(13~14),d(14~15),d(15~16),d(13~16),d(17~18),d(18~19),d(19~20),d(17~20),g(1~2),g(2~3),g(3~4),g(1~4),g(5~6),g(6~7),g(7~8),g(5~8),g(9~10),g(10~11),g(11~12),g(9~12),g(13~14),g(14~15),g(15~16),g(13~16),g(17~18),g(18~19),g(19~20),g(17~20),label
51.4782,45.2217,33.2415,129.6919,29.2746,39.6232,15.2971,26.2488,26.4764,46.8402,6.4031,26.4197,24.1868,41.4367,5,23.6008,25,28.6531,8.0623,17,-2.2381,-3.0714,-3.5556,-2.7727,-7.25,5.5714,-5,3.125,-5.2,3.4615,-0.8,1.7692,-8,2.7857,-1.3333,1.3571,0,1.7857,8,0.5333,6
46.5296,43.3244,29.8329,119.0378,28,36.3456,11,19.6469,25.0799,44.1475,1.4142,21.9545,22.0227,37.9473,2,19.4165,21.2132,27.2947,6.0828,14.2127,-1.8636,-2.9286,-4.1429,-2.5814,0,7.2,0,3.8,-12.5,4.3,-1,1.7273,22,3,0,1.4545,7,1.8462,6,0.8182,6
46.0652,41.7852,28.4605,116.0776,27.2947,33.2415,10.198,17.088,25.4951,41.9762,3.6056,22.4722,20.2237,36.4005,3.6056,21.095,18.0278,25.0799,5,13.4536,-1.9524,-2.6,-3,-2.3778,-6.75,8.25,-5,2.6667,-5,4.5556,-1.5,1.5833,-6.6667,3.5,-1.5,1.6364,18,2.3,0,1.1111,6
41.5933,37.6431,25.4951,104.0625,28.0179,30.5941,14.0357,17.8885,24.0832,37.3631,7.0711,21.9545,20.0998,32.573,6.0828,20.2485,19.0263,23.2594,7.0711,13.4536,-1.9474,-3.2727,-5,-2.8,-28,5,14,2,-12,3.6,-7,1.7273,-10,3.1,-6,1.5455,19,2.1,7,0.9,6
42.9535,34.9285,25.02,101.1385,26.6833,30.8058,14.5602,18.6815,23.5372,35.7351,6.7082,19.2354,17.4642,31.0161,4.4721,18.3576,16.2788,22.8473,7.2111,14.8661,-2.1667,-4.25,25,-3.92,4.3333,4.2857,3.5,3.6,4.6,3.0909,2,1.8889,4.25,2.6364,2,1.7778,5.3333,2.3333,1.5,1.1,6
41.7852,37.3363,28.0713,105.5462,25.632,32.3883,16.1555,23.0868,23.4094,37.6431,7.2111,20.1246,17.8885,33.2415,7.6158,21.095,16.6433,21.9545,8.0623,12.7279,-2.6,-7.4,14,-5.7778,2.6667,6.4,2.5,11.5,2.75,3.2727,0.6667,2,2,2.5833,0.4286,1.6364,1.5556,1.7273,0.5714,1,6
42.1545,38.6394,27,106.5129,25.7099,33.541,14.3178,22.2036,24.5153,39.5601,4.2426,19.2354,20.2485,34.5398,5,18.868,18.3848,22.8254,7.0711,12.0416,-2.4375,-5.4286,0,-4.5217,4.1667,5.5,4.6667,7.3333,4.8,3.4545,1,1.8889,2.7143,2.4615,0.75,1.6,2.4286,1.8182,1,0.8889,6
43.0813,37.855,29.0689,109.1421,24.5153,33.541,14.3178,23.3452,23.3452,39.5601,4.4721,21.0238,18.9737,35.4683,4.2426,20.5913,19.3132,23.7065,7.8102,12.7279,-2.5,-4.625,-14.5,-4.0769,4.8,5.5,4.6667,5.75,5.75,3.4545,2,2.1111,3,2.5385,1,1.8,2.5714,1.9091,1.2,1,6
41.2311,38.0789,28.0713,106.48,25.1794,32.5576,15.1327,22.561,24.1868,38.8973,5,20.1246,19.4165,34.5398,5.3852,21.095,18.9737,23.3238,8.0623,13.4536,-2.375,-4.1111,-14,-3.8148,8.3333,5.3333,7.5,4.4,8,3.0833,0,2,4.75,2.4615,2.5,1.6364,3,1.6667,1.75,0.9,6
40.2492,36.4005,25.1794,100.8811,24.3311,28.4429,10.0499,16.1245,24.3311,35.9026,4.1231,18.6011,19.105,30.3645,4.1231,17.2047,18.1108,22.3607,6,11.3137,-2,-3.5,-8.3333,-3.0968,-6,5.6,-10,1.75,-6,4.375,-4,1.3636,-9.5,3.2222,-4,1.4,9,2,0,1,6
38.9102,35.171,26.1725,99.3277,25.0799,31.4006,16.0312,22.8035,23.0217,38.3275,8.0623,24.1661,19.0263,33.2415,7.0711,21.4709,19.105,22.8254,8.544,15,-2.0588,-3.7778,-8.6667,-3.2759,-12.5,6.2,-16,3.6667,-23,3.7,-8,2.2,19,2.5833,-7,1.9,9.5,1.8182,2.6667,0.75,6
37.1214,33.2415,23.3452,92.9731,24.0208,29.4279,16,21.8403,23.0868,34.9285,9.0554,21.9317,21,31.6228,8.0623,19.2354,20.0998,20.5913,9.2195,12.2066,-1.9412,-3.5556,-5.75,-2.9333,-24,5.8,0,3.5,-11.5,4.25,-9,2.2222,0,3,-8,1.8889,10,1.8,4.5,0.7,6
18.3848,16.1555,12.53,46.3249,6.3246,11.0454,7,21.1896,8.0623,10,7.0711,24.1868,5.3852,9.0554,7.2801,21.0238,4.1231,9.2195,6.7082,19.4165,1,2.5,1.8333,1.56,0.3333,11,0,2.8571,1.75,0,-7,8,2.5,-9,-3.5,-21,4,-4.5,-2,-4.75,7
19.8494,16.1555,11.6619,47.1699,5,12,8,23.3452,7.2801,11,7,25.0799,6.3246,9.2195,8.0623,23.0217,5.099,9.2195,6.7082,20.3961,1.1538,2.5,1.6667,1.6,0.75,0,0,5.75,3.5,0,0,12.5,3,-4.5,-8,-23,5,-4.5,-2,-5,7
19.2094,17.088,10.8167,46.6476,6.3246,12.0416,7,22.1359,7.0711,11,7.0711,23.3452,5.831,8.0623,8.2462,21,5.3852,9.2195,6.7082,20.2237,1.25,2.6667,1.5,1.6667,0.3333,12,0,3,1,0,-7,5.75,1.6667,-8,-4,0,2.5,-4.5,-2,-6.6667,7
19.2094,15.8114,11.1803,45.6508,4.4721,11.0454,7.0711,20.3961,6.7082,10,7.2801,23.0217,6.3246,8.0623,7.6158,21.095,5.099,8.544,6.3246,19.4165,1.25,3,2,1.8182,0.5,11,-7,5,2,0,-3.5,23,3,-8,-2.3333,-10.5,5,-2.6667,-3,-4.75,7
19.2094,14.8661,12.083,45.6508,5.3852,9,7.0711,18.4391,6.7082,9,6.3246,21.0238,6.3246,8.2462,6.3246,20.0998,5.099,9.4868,5.831,19.6469,1.25,2.8,2.2,1.8182,0.4,0,-7,4.5,2,0,-3,21,3,-4,-3,-10,5,-3,-1.6667,-3.8,7
18.4391,14.8661,12.3693,44.7214,8,10.198,7.0711,19.2354,7.0711,8.0623,7.2801,20.3961,6.4031,7.2801,7.2801,19,6.3246,8.544,6.3246,20.2237,1.1667,2.8,4,2,0,5,-7,1.8889,1,8,-3.5,5,1.25,-3.5,-3.5,0,3,-2.6667,-3,-6.6667,7
17.0294,13,11.4018,40.7063,7.0711,10.0499,7.0711,19.3132,7.0711,9,7.0711,21.3776,5.831,8.0623,7.2801,20,5.3852,9.2195,6.7082,20.2237,1.1818,2.4,3.6667,1.8947,0.1429,10,-7,2.5714,1,0,-7,5.25,1.6667,-8,-3.5,0,2.5,-4.5,-2,-6.6667,7
16.4012,13.6015,8.2462,37.5766,6.0828,11.1803,7.0711,20.2485,7.8102,10.0499,6.3246,22.3607,6.7082,9.0554,7.6158,22.0227,6.7082,9.2195,6.7082,21.095,1.3,3.25,4,2.125,0.1667,5.5,-7,2.7143,1.2,10,-3,5.5,2,-9,-2.3333,-22,2,-4.5,-2,-10.5,7
17.8045,13.3417,10.198,40.3113,7.0711,10.0499,8.0623,20.2485,8.4853,9,6.3246,21.3776,7.8102,8.0623,7.6158,21.0238,7.2111,9.2195,7.2111,21.095,1.2727,4.3333,5,2.3125,0.1429,10,-8,2.7143,1,0,-3,5.25,1.2,-8,-2.3333,21,1.5,-4.5,-1.5,-10.5,7
18.4391,15.5242,11.4018,44.2832,9.0554,11.1803,8.2462,21.9317,10.2956,10.0499,7.6158,23.0868,9.434,10.0499,8.544,23.3452,8.6023,11.0454,7.6158,23.1948,1.1667,3.75,3.6667,2.1053,0.1111,5.5,-4,2.2222,0.5556,10,-2.3333,3.1429,0.625,-10,-2.6667,5.75,0.7143,-11,-2.3333,7.6667,7
23.4307,18.868,12.8062,55,12.0416,12,9.2195,22.3607,9.8489,11.0454,8.544,23.5372,6.4031,10.0499,9.8489,23,5.6569,10.198,8.9443,22.0907,1.2,1.6,1.25,1.3333,-0.0833,0,-4.5,2,0.4444,-11,-2.6667,4.6,0.8,-10,-2.25,0,1,-5,-2,-11,7
24.8395,21.095,14.8661,60.6053,12.1655,13,8.544,21.0238,7.6158,11.0454,9.4868,23.1948,5,10.0499,9.8489,22.0227,2.8284,11.4018,8.544,21.3776,1.1875,1.6364,1.1,1.2973,-0.1667,0,-2.6667,2.1111,0.4286,-11,-3,7.6667,0.75,-10,-2.25,-22,1,-3.6667,-2.6667,-5.25,7
25.4951,23.3238,15.6205,64.2028,9.0554,14,8.0623,22.4722,7.0711,11,9.4868,25.0799,5,10.198,9.4868,23.0868,2.2361,10.4403,8.544,20.6155,1.1176,1.6667,1.2,1.3077,-0.1111,0,-8,2.625,1,0,-3,12.5,1.3333,-5,-3,-11.5,2,-3.3333,-2.6667,-4,7
26.9072,22.4722,16.6433,65.8027,9.2195,13.0384,10.0499,22.8473,6.7082,13.0384,10.0499,26.3059,3.6056,10.198,11.1803,24.0832,2.2361,12.3693,8.544,22.561,1.1111,1.5833,1.5556,1.359,-0.2222,13,-10,2.3333,0.5,-13,-10,6.5,1.5,-5,-5.5,-12,2,-4,-2.6667,-4.4,7
26.9072,21.6333,15.6205,64.0312,9.2195,12.0416,10.198,21.5407,7.2801,11,9.4868,22.3607,5,10.198,9.2195,22,3.6056,11.1803,8.544,22.2036,1.1111,1.5,1.2,1.25,-0.2222,12,-5,2.5,0.2857,0,-3,5.5,0.75,-5,-4.5,0,1.5,-5.5,-2.6667,-7.3333,7
25.4558,21.095,14.4222,60.6053,14.3178,12.1655,11.1803,21.4009,12,11.0454,10.4403,23.2594,9.2195,10.0499,10.4403,22.561,7.6158,11.0454,9.8489,23.0868,1,1.6364,1.5,1.2973,-0.4615,6,-5.5,1.3077,0,11,-3.3333,2.1,0.2222,-10,-3.3333,4.4,0.4286,-11,-2.25,11.5,7
24.7588,20.5913,14.8661,59.6657,15.6525,12.1655,12.1655,22.0227,12.0416,11.0454,10.4403,22.3607,9.0554,11,10.7703,22.561,7.2801,11.0454,9.4868,22.2036,0.9444,1.8,1.1,1.2105,-0.5,6,-6,1.2143,-0.0833,11,-3.3333,2,0.1111,0,-2.5,4.4,0.2857,-11,-3,7.3333,7
24.0416,18.868,13.8924,56.4004,15.6525,12.0416,10.4403,19.2094,13.6015,10,10.4403,18.868,9.4868,10.0499,9.8489,17.088,7.2801,11.0454,8.544,17.2627,1,1.6,1.7143,1.3235,-0.5,12,-3.3333,1.25,-0.3077,0,-3.3333,1.6,-0.3333,10,-2.25,2.6667,-0.2857,-11,-2.6667,5.6667,7
20.5183,17.4642,13.9284,51.1077,21.4009,9.8489,9.0554,20.6155,17.4929,9.8489,11.1803,20.2485,15.2643,9.4868,10.0499,18.6011,11.6619,10.4403,9.2195,17.0294,1.0714,2.2857,2.6,1.6923,-0.7647,2.25,-9,0.25,-0.6,2.25,-5.5,0.6471,-0.6154,3,-10,0.7333,-0.6,3.3333,-4.5,1.1818,7
21.095,18.0278,14.3178,52.9245,19.2094,11.1803,9.2195,17,16.1245,10.0499,9.8489,15.5563,12.083,9,8.544,14.4222,9.434,10.0499,8.0623,12.3693,1.6364,2.8333,4.6667,2.45,-0.8,5.5,-4.5,0.5333,-0.5714,10,-2.25,1,-0.4545,0,-2.6667,1.5,-0.625,-10,-1.75,4,7
21.4709,17.72,12.6491,51.6236,17.0294,11.0454,8.544,13.6015,15,10,8.544,12.7279,10.6301,9,8.9443,10.7703,8.6023,8.0623,8.544,9.0554,1.9,3.4,3,2.5263,-0.8462,11,-2.6667,0.7273,-0.75,0,-2.6667,1,-0.875,0,-2,2.5,-1.4,-8,-2.6667,9,7
19.2094,17.088,12.6491,48.3011,15.6205,9.2195,9.2195,11.6619,13.4536,9.2195,8.544,12.0416,9.2195,8,8.2462,11.1803,7.2111,8.0623,8.2462,10.0499,1.25,2.6667,3,1.9545,-1.2,4.5,-4.5,0.6,-0.9,4.5,-2.6667,0.8889,-0.8571,0,-4,2,-1.5,-8,-4,10,7
19.4165,15.8114,12.6491,47.4236,17.0294,9.4868,8.2462,12.6491,14.8661,9.2195,7.6158,11.6619,11.4018,7.0711,8.544,10.6301,9.2195,9,6.7082,8.544,1.4545,3,3,2.15,-1.1818,3,-4,0.3333,-0.9091,4.5,-2.3333,0.6,-0.7778,7,-2.6667,1.1429,-1.1667,0,-2,2.6667,7
17.0294,14.3178,12.3693,42.5441,18.4391,8.544,8.0623,16.4924,18.0278,8.2462,8.544,15.2315,15.2643,8.0623,7.6158,13.0384,11.4018,8,8.544,10.8167,1.1818,4.6667,4,2.2941,-0.8571,2.6667,-8,0.25,-0.6667,4,-2.6667,0.4286,-0.6154,8,-2.3333,0.6364,-0.7778,0,-2.6667,1.5,7
15.6205,14.5602,11.4018,40.7185,17.6918,8.0623,8.0623,16.2788,15.8114,8.544,8.2462,15.6525,14.4222,8.0623,7.2801,13.0384,11.6619,8,7.6158,11.4018,1.2,3.5,3.6667,2.1765,-0.9231,1.75,-8,0.1875,-0.6923,2.6667,-4,0.5,-0.6667,8,-3.5,0.6364,-0.6,0,-2.3333,1.2857,7
16.2788,13.6015,9.8489,38.9487,14.2127,8.9443,9,17,15.2643,9.2195,8.0623,16.6433,13.0384,9.2195,8.2462,14.8661,11.6619,9.0554,7.6158,12.8062,1.0909,3.25,2.25,1.7895,-0.8182,2,0,0.5333,-0.6154,4.5,-8,0.6429,-0.6364,4.5,-4,0.9091,-0.6,9,-2.3333,1.25,7
20.5183,16.1245,12.53,48.8262,19.4165,10.198,8.2462,17.4642,17.8885,9.0554,7.6158,16.1245,13.9284,8.0623,8.0623,14.1421,10.2956,9.0554,8.9443,13.4164,1.0714,1.75,1.8333,1.4286,-0.6875,5,-4,0.4375,-0.5,9,-2.3333,0.5714,-0.3846,8,-1.75,1,-0.5556,9,-2,2,7
21.9317,19.6977,15.6525,56.3028,13.0384,12.1655,9.2195,17.8045,9,11,8.544,19.9249,7.0711,10,8.544,19.4165,5.099,10.0499,8.0623,16,0.9375,2.25,2,1.5161,-0.6364,6,-4.5,1.2727,0,0,-2.6667,3.1667,0.1429,0,-2.6667,4.75,-0.2,-10,-1.75,0,7
23.3452,20.5913,15.2643,58.6003,13.4536,12.1655,10.198,15,7.2801,11.0454,9.4868,18.6815,4,9,9.2195,18.1108,1.4142,11.0454,8.2462,18.1108,0.9412,1.8,1.625,1.3429,-1.1111,6,-5,1.3333,-0.2857,11,-3,3.6,0,0,-4.5,9,-1,-11,-4,-9,7
23.3452,20.5913,14.8661,58.258,5.831,12.0416,9,18.9737,4.2426,11,8.0623,22.0907,4.1231,9.0554,9.2195,22.0907,3.1623,10.198,8.0623,21.3776,0.9412,1.8,1.1,1.2162,-0.6,12,0,3,1,0,-8,11,4,-9,-4.5,-11,-3,-5,-8,-5.25,7
24.0416,20.2485,15.6205,59.6657,8.0623,12.0416,8.0623,17.4642,5,10.0499,8.0623,21.3776,4.1231,9,8.0623,21,4.1231,10.0499,8.0623,22.2036,1,1.5455,1.2,1.2105,-0.5714,12,-8,2.2857,0.75,10,-8,5.25,4,0,-8,0,-4,-10,-8,-7.3333,7
24.0832,21.4709,14.4222,59.6406,7.2801,12,9.0554,14.3178,1,10.0499,9,20.025,3.1623,8.0623,9,18.4391,3.1623,9.2195,8.0623,18.9737,1.125,1.9,1.5,1.4412,-3.5,0,9,4.6667,0,-10,0,-20,-0.3333,-8,0,-4.5,-0.3333,-4.5,-8,-3,7
22.0227,24.1661,15.8114,61.5873,6,13.0384,8,15.0333,3,12.0416,8,20.3961,4,10.198,9,19.9249,4,9.2195,8.0623,18.3848,1.2143,2.2,1.4444,1.5758,0,13,0,15,0,-12,0,-5,0,-5,0,-3.1667,0,-4.5,-8,-2.4286,7
23.4307,22.3607,16.1245,61.5873,5.831,12.0416,9.2195,16,6,12.0416,8.2462,20.6155,6,9.2195,9.2195,18.9737,6.0828,9.4868,8.0623,17.8885,1.2,2,1.75,1.5758,1.6667,12,4.5,0,0,-12,4,-4,0,-4.5,4.5,-3,0.1667,-3,8,-2,7
23.4307,22.8473,15.2315,60.9016,9.2195,13.0384,9.2195,17.088,8.0623,11.1803,8.0623,20.1246,8.2462,10.198,9.0554,19.2354,6.0828,9.4868,9,19.2354,1.2,2.3333,2.3333,1.7667,0.8571,-13,4.5,-2.6667,0.125,-5.5,8,-2,0.25,-5,9,-1.8889,0.1667,-3,0,-1.8889,7
23.6008,23.7697,15.2315,62.1772,9.2195,11.0454,9.2195,15.2315,8.544,11.1803,8.0623,18.3576,8.544,9.2195,9.0554,17.4929,6.3246,8.544,8,16.6433,1.3571,2.4444,2.3333,1.8966,0.8571,-11,4.5,-2.3333,0.375,-5.5,8,-1.7778,0.375,-4.5,9,-1.6667,0.3333,-2.6667,0,-1.5556,7
25,24.6982,16.1555,65.2993,7.8102,13.0384,9.2195,17.72,7,12.1655,9.0554,22.4722,7.2801,11.4018,9.0554,20.1246,6.0828,9.8489,9,19.7231,1.3333,2.5556,2.5,1.9333,0.8333,-13,4.5,-3.4,0,-6,9,-2.625,0.2857,-3.6667,9,-2,0.1667,-2.25,0,-1.7,7
26.4008,23.7697,17.088,66.6483,4.4721,13.0384,9.0554,18.1108,3.6056,12.0416,9,23.3452,4.4721,10.198,10.0499,23.0868,4.4721,9.8489,8.0623,21.0238,1.3125,2.4444,2.6667,1.9032,2,-13,9,-9,-0.6667,-12,0,-5.75,-0.5,-5,-10,-3.1429,-0.5,-2.25,-8,-2.1111,7
25.2389,23.7697,17.4642,66.1891,6.4031,12.0416,10.0499,18.6815,6.3246,12.1655,9,24.3516,6.0828,10.4403,9,21.9317,6.0828,9.4868,8.0623,20.5913,1.5,2.4444,2.2857,1.9667,0.8,-12,10,-3.6,-0.3333,-6,0,-2.875,-0.1667,-3.3333,0,-2.2222,-0.1667,-3,-8,-1.8,7
26.6271,24.6982,16.5529,67.5352,8.0623,15.0333,9.2195,24.0416,8.544,14.1421,10.198,28.1603,8.2462,11.4018,10.0499,25.0799,7,10.4403,9,21.4709,1.4667,2.5556,2.1429,1.9355,0.125,-15,4.5,-3.2857,-0.375,-7,5,-3.375,-0.25,-3.6667,10,-2.3,0,-3.3333,0,-1.9,7
25.807,24.6982,17.4642,67.5352,6.3246,13.0384,9.2195,20.6155,7.2111,12.0416,8.0623,24.7386,6.3246,10.198,9,22.4722,5.3852,9.4868,7.2801,20.5913,1.4,2.5556,2.2857,1.9355,0.3333,-13,4.5,-4,-0.6667,-12,8,-4,-0.3333,-5,0,-2.625,-0.4,-3,-3.5,-1.8,7
23.8537,25.2982,16.7631,65.3911,12.2066,14.1421,11.0454,17,10.7703,12.1655,10.0499,21.095,8.544,9.8489,11.0454,20.2485,8.2462,9.8489,9,20,1.5385,3,3.2,2.3077,1.4286,-7,11,-1.875,0.4,-6,10,-1.6364,0.375,-2.25,11,-1.5455,0.25,-2.25,0,-1.3333,7
23.8537,24.3516,17.72,65.3911,11.6619,13.0384,10.0499,14.3178,9.434,12.3693,9.0554,18.868,8.9443,9.4868,10,18.6011,8.0623,9.8489,9.0554,18.4391,1.5385,2.875,3.4,2.3077,1.6667,-13,10,-2.1667,0.625,-4,9,-1.6,0.5,-3,0,-1.3636,0.5714,-2.25,-9,-1.1667,7
23.8537,24.6982,17.4642,65.3911,12.53,13.0384,10.0499,13.4164,9.434,12.3693,9.0554,18.868,9.4868,9.4868,10.0499,19.4165,7.6158,9.4868,9.0554,18.6011,1.5385,2.5556,4.25,2.3077,1.8333,-13,10,-2,0.625,-4,9,-1.6,0.3333,-3,10,-1.4545,0.4286,-3,-9,-1.3636,7
24.6982,24.6982,18.0278,67.1193,16.5529,12.3693,11.0454,12.0416,14.1421,11.4018,10,17.0294,12.2066,9.4868,10,17.6918,10,8.9443,9,16.2788,1.6154,2.5556,2.8333,2.1786,2.1429,-4,11,-0.8889,1,-3.6667,0,-0.8462,0.7,-3,0,-0.9231,0.75,-2,0,-0.9167,7
24.6982,24.6982,17.088,66.2118,17.088,12.1655,11.0454,9.8995,14.1421,11.1803,9.0554,14.8661,12.0416,9.4868,10.0499,15.5563,10.8167,8.544,9,16.2788,1.6154,2.5556,2.6667,2.1429,2.6667,-6,11,-1,1,-5.5,9,-0.9091,0.8889,-3,10,-1,0.6667,-2.6667,0,-0.9167,7
22.8035,23.7065,15.2643,61.5873,12.0416,13,11.0454,12,4.4721,12.0416,9.0554,19.4165,5.099,10.198,10,20.2485,5,10.198,9.0554,20.6155,1.2857,1.9091,1.625,1.5758,12,0,11,0,0.5,-12,9,-4.75,0.2,-5,0,-2.7143,0,-5,-9,-2.375,7
25,22.3607,15,62.1289,8.0623,12,11.0454,15,4,13.0384,9,22.561,5.099,10.198,10,22.1359,5.099,10.198,8.0623,20.6155,1.3333,2,1.3333,1.5294,8,0,11,0,0,-13,0,-4.4,-0.2,-5,0,-3,-0.2,-5,-8,-2.375,7
25,21.6333,14.3178,59.4643,14.0357,13,12,11.0454,5.6569,13.0384,10,19.6469,6.3246,10.198,10.0499,19.3132,6.0828,10.198,9.0554,20.1246,1.3333,1.5,0.4615,1.1,-14,0,0,11,1,-13,0,-3.8,0.3333,-5,10,-2.5714,0.1667,-5,-9,-2,7
25,21.6333,13.4164,58.7963,12,14,11,13,5.831,12.0416,10.0499,19.6469,6.0828,9.2195,11.0454,20.2485,7.0711,10.198,9,20.1246,1.3333,1.5,0.5,1.1282,0,0,0,0,0.6,-12,10,-3.8,0.1667,-4.5,11,-2.7143,0.1429,-5,0,-2,7
23.6008,19.7231,13.8924,56.0803,2.8284,13.0384,10,21.2132,6.0828,13.0384,8,27.074,6.7082,10.198,9,25.4951,6.4031,10.198,8.0623,24.0416,1.3571,1.7,0.5833,1.1944,-1,13,0,7,-6,-13,0,-13.5,-2,-5,0,-5,-1.25,-5,-8,-3.2857,7
24.4131,19.7231,13.0384,56.2228,6.3246,13.0384,10.198,21.587,6.3246,12.0416,9.2195,27.0185,6,11.1803,8.2462,25.318,5.099,11.4018,8.544,25,1.4286,1.7,0.6364,1.2571,-0.3333,13,-5,4.2,3,-12,-4.5,-27,0,-5.5,-4,-6.25,-5,-3.6667,-2.6667,-3.4286,7
23.8537,19.7231,12.53,54.8179,7.2111,12.0416,11.0454,19.9249,4.2426,12.0416,9.0554,24.0208,4,10.0499,9.2195,23.1948,5.3852,10.198,8.2462,23.7697,1.5385,1.7,0.5455,1.2647,-0.6667,12,-11,3.1667,1,-12,-9,24,0,-10,-4.5,-7.6667,-2.5,-5,-4,-3.8333,7
24.6982,18.3576,13,54.037,9.434,12.1655,11.1803,19.6977,5.831,12,9.2195,24.1868,4.4721,10.0499,10.4403,24.0832,5,11.1803,8.9443,24.7386,1.6154,1.7778,0.4167,1.2353,-0.625,6,-5.5,2.25,0.6,0,-4.5,8,2,-10,-3.3333,-12,0,-5.5,-2,-4,7
23.0217,18.7883,12.083,52.0096,9.434,12.3693,11.1803,20.1246,4.4721,12.0416,10.198,24.1868,4.1231,10,10.4403,24.0832,4.1231,11.1803,7.6158,22.3607,1.4615,2.125,0.4545,1.2812,-0.625,4,-5.5,2,0.5,12,-5,8,4,0,-3.3333,-12,4,-5.5,-2.3333,-5.5,7
19.2094,15.6525,10.8167,44.8219,8.0623,12.1655,10.198,24.3516,8.6023,11.0454,9.4868,27.1662,7.2801,10.0499,8.544,25.0799,7.0711,10.198,7.6158,24.3311,1.25,2,0.6667,1.25,0.125,6,-5,2.875,1.4,11,-3,9,3.5,-10,-2.6667,-12.5,7,-5,-2.3333,-6,7
22.4722,18.4391,12.53,52.8015,17.0294,12.3693,11.1803,18.4391,12.083,13.1529,11.1803,19.6977,8.2462,11.0454,10.7703,19.6469,6.0828,11.0454,9.8489,19.0263,1.5833,4.5,1.8333,2.1818,-0.8462,4,-5.5,0.8571,-0.4545,6.5,-2,2.25,-0.25,11,-2.5,3.8,-0.1667,-11,-2.25,19,7
23.0217,17.72,13,53.2259,17.8045,13.6015,12.3693,20.5183,13.4164,13.1529,11.7047,20.5913,9.4868,11.0454,12.083,19.6469,7.0711,11,10.2956,19.105,1.4615,3.4,2.4,2.087,-0.7857,3.25,-4,0.9333,-0.5,6.5,-2.75,1.8,-0.3333,11,-2.2,3.8,-0.1429,0,-1.8,9.5,7
21.6333,19.3132,13.9284,54.5619,19.2094,12.3693,12.3693,19.2094,14.7648,13.0384,11.7047,19.7231,10.7703,11,11.7047,18.9737,6.7082,12,10.2956,18.0278,1.5,2.5714,2.6,2.0417,-0.8,4,-4,0.8,-0.5385,13,-2.75,1.7,-0.4,0,-2.75,3,-0.5,0,-1.8,18,7
23.0217,18.9737,13,54.5619,20,13.6015,12.1655,22.2036,17,13.1529,12.6491,21.4009,12.6491,12.0416,11.1803,19.6977,9.8489,12,10.2956,17.4642,1.4615,3,2.4,2.0417,-0.75,3.25,-6,0.7222,-0.5333,6.5,-3,1.3077,-0.3333,12,-2,2.25,-0.4444,0,-1.8,4.25,7
19.7231,16.4924,11.1803,47.0106,16.1555,13.3417,11.1803,24.0832,13.3417,13.1529,10.7703,22.8254,11.1803,12,10.7703,21.1896,9.0554,12.0416,9.434,21.2132,1.7,4,2,2.2632,-0.4,4.3333,-5.5,1.125,-0.2308,6.5,-2.5,1.8182,-0.1818,0,-2.5,2.8571,0.1111,-12,-1.6,7,7
17.4929,15.5242,12.083,44.7772,17,13,11.1803,23.4307,15.8114,12.3693,11.7047,22.8035,14.8661,13.0384,11.1803,20.5913,13.0384,12,10.2956,21.5407,1.6667,3.75,2.2,2.2778,-0.5333,2.4,-5.5,0.8333,-0.3333,4,-2.75,1.2857,-0.3571,13,-2,1.8,-0.0769,0,-1.8,2.5,7
21.095,18.6815,12.53,51.8941,16.5529,13.6015,11.4018,23.3452,14.5602,12.1655,11.7047,22.4722,12.3693,11,10.7703,19.6977,9.0554,12.0416,9.434,19.2354,1.6364,3.6,1.8333,2.1364,-0.4667,3.25,-3.6667,1.0625,-0.2857,6,-2.75,1.5833,-0.25,0,-2.5,2.25,-0.1111,-12,-1.6,6.3333,7
23.8537,19.6977,13.8924,57.3062,19.4165,11.4018,10.7703,18.0278,16.1555,10.0499,10.2956,17.0294,12.083,10,10.2956,15.2315,8.0623,10.198,8.9443,17.1172,1.5385,2.25,1.7143,1.7857,-0.6875,3.6667,-2.5,0.6667,-0.4,10,-1.8,1.1818,-0.4545,0,-1.8,2.3333,-0.125,-5,-2,8.5,7
28.8444,23.7697,16.5529,68.884,20,11.0454,12.3693,12.2066,14.8661,11.0454,10.7703,12.2066,8.6023,8.0623,10.7703,11.1803,5.831,10.198,9.2195,14.0357,1.5,2.4444,2.1429,1.9062,-1.3333,11,-4,0.7,-1.1,11,-2.5,1.4286,-1.4,8,-2.5,5.5,-1.6667,-5,-4.5,-14,7
30.0167,27.8927,18.3848,75.7694,18.9737,12.0416,11.4018,5.3852,14.1421,10.0499,9.2195,5.099,10.198,8.0623,9.2195,8.6023,8.9443,9.2195,9.2195,12.8062,1.7333,3.8571,2.4286,2.4138,-3,-12,-3.6667,2.5,-7,-10,-4.5,-5,5,-8,-4.5,-1.4,2,-4.5,-4.5,-1.25,7
29.5296,29.8329,20.2485,79.1202,18.4391,14.1421,12.1655,8,13.1529,11.4018,11.0454,10.8167,11.1803,9.4868,11.0454,13.4536,9.8995,10.4403,9.2195,16.9706,1.8571,4.1429,2.7143,2.6429,-4.5,-7,-6,0,6.5,-3.6667,-11,-1.5,2,-3,-11,-1.1111,1,-3.3333,-4.5,-1,7
